"conceptId","term","read2_code","read2_term","read2_chapter"
"307966006","Housing inspector (occupation)","0221.11","Housing inspector","0 - Occupations"
"307967002","Planning inspector (occupation)","0221.12","Planning inspector","0 - Occupations"
"307968007","Meat inspector (occupation)","02H1.11","Meat inspector","0 - Occupations"
"307969004","Public health officer (occupation)","02H1.12","Public health officer","0 - Occupations"
"307971004","Adjudicator - top (occupation)","022..11","Adjudicator's - top","0 - Occupations"
"307972006","Education profession (occupation)","038..00","Other teachers/instructors","0 - Occupations"
"307972006","Education profession (occupation)","03...11","Education profession","0 - Occupations"
"307977000","Professional runner (occupation)","04A6.11","Professional runner","0 - Occupations"
"307978005","Teacher trainer (occupation)","032..11","Teacher trainer","0 - Occupations"
"307979002","Private teacher (occupation)","038..11","Private teachers","0 - Occupations"
"307981000","Driving instructor (occupation)","038A.11","Driving instructor","0 - Occupations"
"307982007","Social service occupation (occupation)","03A..15","Social service occupation","0 - Occupations"
"307984008","Education social worker (occupation)","03A..11","Education social worker","0 - Occupations"
"307985009","Industrial social worker (occupation)","03A..13","Industrial social worker","0 - Occupations"
"307988006","Medical technician (occupation)","03K..12","Medical technician","0 - Occupations"
"308002005","Remedial therapist (occupation)","03J..11","Remedial therapists","0 - Occupations"
"308002005","Remedial therapist (occupation)","03JZ.00","Remedial therapist NOS","0 - Occupations"
"308003000","Editor - literary (occupation)","041..11","Editors - literary","0 - Occupations"
"308004006","Writer (occupation)","041..14","Writers","0 - Occupations"
"308005007","Language interpreter (occupation)","041E.11","Language interpreter","0 - Occupations"
"308006008","Linguist/interpreter (occupation)","041E.12","Linguist/interpreter","0 - Occupations"
"308007004","Engraver (occupation)","0424.11","Engraver","0 - Occupations"
"308007004","Engraver (occupation)","0EZ..11","Engraver","0 - Occupations"
"308008009","Etcher (occupation)","0424.12","Etcher","0 - Occupations"
"308009001","Director - entertainment (occupation)","044..11","Directors - entertainment","0 - Occupations"
"308010006","Producer - entertainment (occupation)","044..12","Producers - entertainment","0 - Occupations"
"308010006","Producer - entertainment (occupation)","044D.00","Film production NOS","0 - Occupations"
"308011005","Stage manager (occupation)","044..13","Stage managers","0 - Occupations"
"308014002","Musical performer (occupation)","046..13","Musical performers","0 - Occupations"
"308015001","Comedian (occupation)","0467.12","Comedian","0 - Occupations"
"308016000","Cameraman (occupation)","047..11","Cameramen","0 - Occupations"
"308017009","Photographer (occupation)","047..12","Photographers","0 - Occupations"
"308019007","Vision equipment operator (occupation)","048..12","Vision equipment operator","0 - Occupations"
"308027003","Scientist (occupation)","05...12","Scientists","0 - Occupations"
"308034001","Structural engineer (occupation)","057..13","Structural engineers","0 - Occupations"
"308036004","Municipal engineer (occupation)","057..12","Municipal engineers","0 - Occupations"
"308038003","Drilling engineer (occupation)","058..11","Drilling engineers","0 - Occupations"
"308039006","Hovercraft officer (occupation)","05Z..11","Hovercraft officer","0 - Occupations"
"308040008","Pilot - aircraft (occupation)","05G..12","Pilots - aircraft","0 - Occupations"
"308042000","Heating engineer (occupation)","05E2.11","Heating engineer","0 - Occupations"
"308043005","Ventilating engineer (occupation)","05E2.12","Ventilating engineer","0 - Occupations"
"308044004","Ships' master/officer (occupation)","05I..12","Ships' masters/officers","0 - Occupations"
"308045003","Officer - ship (occupation)","05I..11","Officer - ship","0 - Occupations"
"308047006","Architect (occupation)","05J..11","Architects","0 - Occupations"
"308048001","Technical engineer (occupation)","05O..12","Technical engineers","0 - Occupations"
"308050009","Administrator - top (occupation)","01...11","Administrators - top","0 - Occupations"
"308168005","Director - large company (occupation)","013..12","Director - large company","0 - Occupations"
"308169002","Business - top men (occupation)","013..11","Business - top men","0 - Occupations"
"308170001","Works foreman (occupation)","061..12","Works foreman","0 - Occupations"
"308171002","Production manager (occupation)","061..11","Production manager","0 - Occupations"
"308172009","Site agent/engineer (occupation)","063..11","Site agent/engineer","0 - Occupations"
"308173004","Drilling manager (occupation)","064..11","Drilling manager","0 - Occupations"
"308175006","Gas production manager (occupation)","0651.11","Gas production manager","0 - Occupations"
"308176007","Gas supply manager (occupation)","0651.12","Gas supply manager","0 - Occupations"
"308182005","Air transport manager (occupation)","066..11","Air transport manager","0 - Occupations"
"308183000","Rail transport manager (occupation)","066..12","Rail transport manager","0 - Occupations"
"308184006","Road transport manager (occupation)","066..13","Road transport manager","0 - Occupations"
"308185007","Sea transport manager (occupation)","066..14","Sea transport manager","0 - Occupations"
"308186008","Station manager (occupation)","066..15","Station manager","0 - Occupations"
"308188009","Store manager (occupation)","0673.00","Stores manager","0 - Occupations"
"308188009","Store manager (occupation)","06A..13","Store manager","0 - Occupations"
"308189001","Shop manager (occupation)","06A..12","Shop manager","0 - Occupations"
"308190005","Hotel manager (occupation)","06B..12","Hotel manager","0 - Occupations"
"308191009","Recreation manager (occupation)","06CZ.00","Recreation manager NOS","0 - Occupations"
"308191009","Recreation manager (occupation)","06C..12","Recreation manager","0 - Occupations"
"308192002","Concert hall manager (occupation)","06C7.11","Concert hall manager","0 - Occupations"
"308193007","Theater manager (occupation)","06C7.12","Theatre manager","0 - Occupations"
"308194001","Sports manager (occupation)","06C..13","Sports manager","0 - Occupations"
"308194001","Sports manager (occupation)","04A..12","Managers - sports","0 - Occupations"
"308196004","Fishing manager (occupation)","06D..12","Fishing manager","0 - Occupations"
"308199006","Security services occupation (occupation)","09...12","Security services","0 - Occupations"
"308200009","Protective services occupation (occupation)","09...11","Protective services","0 - Occupations"
"308200009","Protective services occupation (occupation)","09Z..00","Other protective services","0 - Occupations"
"308200009","Protective services occupation (occupation)","09ZZ.00","Other protective service NOS","0 - Occupations"
"308201008","Accounting clerk (occupation)","072..11","Accounting clerks","0 - Occupations"
"308202001","Bank clerk (occupation)","0731.11","Bank clerk","0 - Occupations"
"308203006","Investment clerk (occupation)","074..13","Investment clerks","0 - Occupations"
"308204000","Secretary (occupation)","07B..11","Secretaries","0 - Occupations"
"308205004","Shorthand secretary (occupation)","07B..12","Shorthand secretaries","0 - Occupations"
"308206003","Shelf filler (occupation)","082..12","Shelf fillers","0 - Occupations"
"308207007","Chef (occupation)","0A2..11","Chefs","0 - Occupations"
"308209005","Chief steward (occupation)","0A7..11","Chief steward","0 - Occupations"
"308210000","Attendant - medical (occupation)","0AA..11","Attendant - medical","0 - Occupations"
"308211001","Medical orderly (occupation)","0AA..12","Medical orderly","0 - Occupations"
"308215005","Coach driver (occupation)","0I33.12","Coach driver","0 - Occupations"
"308216006","Train driver (occupation)","0I22.11","Train driver","0 - Occupations"
"308217002","Food dispenser (occupation)","0A5Z.00","Food dispenser NOS","0 - Occupations"
"308220005","Launderer (occupation)","0AH..12","Launderer","0 - Occupations"
"308221009","Dry cleaner (occupation)","0AH..11","Dry cleaner","0 - Occupations"
"308222002","Presser - garments (occupation)","0AH..13","Presser - garments","0 - Occupations"
"308223007","Hairdresser (occupation)","0AI..12","Hairdresser","0 - Occupations"
"308225000","Maid (occupation)","0A8..13","Maid","0 - Occupations"
"308226004","Domestic helper (occupation)","0A8..11","Domestic helper","0 - Occupations"
"308228003","Shepherd (occupation)","0B34.11","Shepherd","0 - Occupations"
"308229006","Driver - farm machine (occupation)","0B61.11","Driver - farm machine","0 - Occupations"
"308230001","Tractor driver (occupation)","0B61.12","Tractor driver","0 - Occupations"
"308231002","Fishing supervisor (occupation)","0B8..11","Fishing supervisors","0 - Occupations"
"308233004","Chemical processor (occupation)","0C4..11","Chemical processor","0 - Occupations"
"308234005","Petroleum processor (occupation)","0C4..13","Petroleum processor","0 - Occupations"
"308235006","Gas processor (occupation)","0C4..12","Gas processor","0 - Occupations"
"308236007","Reeler (occupation)","0C23.11","Reeler","0 - Occupations"
"308237003","Cord maker (occupation)","0C2E.11","Cord maker","0 - Occupations"
"308238008","Line maker (occupation)","0C2E.12","Line maker","0 - Occupations"
"308239000","Twine maker (occupation)","0C2E.13","Twine maker","0 - Occupations"
"308240003","Darner - textile (occupation)","0C2C.11","Darner - textile","0 - Occupations"
"308241004","Baker (occupation)","0C5..11","Baker","0 - Occupations"
"308242006","Drink processor (occupation)","0C5..12","Drink processor","0 - Occupations"
"308243001","Food processor (occupation)","0C5..13","Food processor","0 - Occupations"
"308244007","Ceramics processor (occupation)","0CZ..11","Ceramics processor","0 - Occupations"
"308246009","Glass processor (occupation)","0CZ..12","Glass processor","0 - Occupations"
"308247000","Plastics processor (occupation)","0CZ..14","Plastics processor","0 - Occupations"
"308248005","Kilnman - processing (occupation)","0CZ..13","Kilnman - processing","0 - Occupations"
"308249002","Furnaceman - processing (occupation)","0CZ2.11","Furnaceman - processing","0 - Occupations"
"308254006","Print processor (occupation)","0D3..12","Print processors","0 - Occupations"
"308255007","Cylinder preparer - printing (occupation)","0D3..11","Cylinder prep.- printing","0 - Occupations"
"308256008","Board processor (occupation)","0C6..11","Board processor","0 - Occupations"
"308257004","Paper processor (occupation)","0C6..12","Paper processor","0 - Occupations"
"308258009","Wood processor (occupation)","0C6..14","Wood processor","0 - Occupations"
"308261005","Cement maker (occupation)","0D25.11","Cement maker","0 - Occupations"
"308262003","Concrete maker (occupation)","0D25.12","Concrete maker","0 - Occupations"
"308264002","Reelerman - paper etc (occupation)","0C6..13","Reelerman - paper etc","0 - Occupations"
"308265001","Stone worker (occupation)","0D2..14","Stone worker","0 - Occupations"
"308266000","Ceramics worker (occupation)","0D2..11","Ceramics worker","0 - Occupations"
"308267009","Tile worker (occupation)","0D2..15","Tile worker","0 - Occupations"
"308268004","Slab caster (occupation)","0D26.11","Slab caster","0 - Occupations"
"308269007","Tile caster (occupation)","0D26.12","Tile caster","0 - Occupations"
"308270008","Clay worker (occupation)","0D2..12","Clay worker","0 - Occupations"
"308272000","Clothes maker (occupation)","0D5..11","Clothes makers","0 - Occupations"
"308274004","Boot maker (occupation)","0D62.11","Boot maker","0 - Occupations"
"308275003","Sewer - leather (occupation)","0D68.11","Sewer - leather","0 - Occupations"
"308276002","Stitcher - leather (occupation)","0D68.12","Stitcher - leather","0 - Occupations"
"308278001","Footwear worker (occupation)","0D6..11","Footwear worker","0 - Occupations"
"308279009","Box maker (occupation)","0D7..11","Box maker","0 - Occupations"
"308280007","Joiner (occupation)","0D7..14","Joiner","0 - Occupations"
"308281006","Case maker (occupation)","0D7..13","Case maker","0 - Occupations"
"308287005","Electrical worker (occupation)","0E...11","Electrical workers","0 - Occupations"
"308288000","Metal worker (occupation)","0E...12","Metal workers","0 - Occupations"
"308293002","Pipe metal worker (occupation)","0E7..13","Pipe metal worker","0 - Occupations"
"308294008","Steel worker (occupation)","0E7..15","Steel workers","0 - Occupations"
"308294008","Steel worker (occupation)","0E1D.00","Steel worker","0 - Occupations"
