"","code","description","tag"
"19204",289068001,"Unable to use feeding aid (finding)","finding"
"19205",289069009,"Does use feeding aid (finding)","finding"
"19206",289070005,"Does not use feeding aid (finding)","finding"
"19207",289071009,"Difficulty using feeding aid (finding)","finding"
"19208",289073007,"Able to cut up food (finding)","finding"
"19209",289074001,"Unable to cut up food (finding)","finding"
"19210",289076004,"Does cut up food (finding)","finding"
"19211",289077008,"Does not cut up food (finding)","finding"
"19212",289078003,"Difficulty cutting up food (finding)","finding"
"19213",289080009,"Able to perform breast-feeding (finding)","finding"
"19214",289081008,"Unable to perform breast-feeding (finding)","finding"
"19215",289083006,"Does not perform breast-feeding (finding)","finding"
"19216",289084000,"Difficulty performing breast-feeding (finding)","finding"
"19217",289086003,"Able to position baby at breast for feeding (finding)","finding"
"19218",289087007,"Unable to position baby at breast for feeding (finding)","finding"
"19219",289088002,"Does position baby at breast for feeding (finding)","finding"
"19220",289089005,"Does not position baby at breast for feeding (finding)","finding"
"19221",289090001,"Difficulty positioning baby at breast for feeding (finding)","finding"
"19222",289096007,"Able to take deep breaths (finding)","finding"
"19223",289097003,"Unable to take deep breaths (finding)","finding"
"19224",289098008,"Does take deep breaths (finding)","finding"
"19225",289099000,"Does not take deep breaths (finding)","finding"
"19226",289100008,"Difficulty taking deep breaths (finding)","finding"
"19227",289101007,"Able to control breathing (finding)","finding"
"19228",289102000,"Unable to control breathing (finding)","finding"
"19229",289103005,"Does control breathing (finding)","finding"
"19230",289104004,"Does not control breathing (finding)","finding"
"19231",289105003,"Difficulty controlling breathing (finding)","finding"
"19232",289109009,"Able to huff (finding)","finding"
"19233",289110004,"Does huff (finding)","finding"
"19234",289111000,"Does not huff (finding)","finding"
"19235",289112007,"Difficulty huffing (finding)","finding"
"19236",289113002,"Able to cough (finding)","finding"
"19237",289114008,"Does cough (finding)","finding"
"19238",289115009,"Does not cough (finding)","finding"
"19239",289116005,"Difficulty coughing (finding)","finding"
"19240",289117001,"Able to expectorate (finding)","finding"
"19241",289118006,"Unable to expectorate (finding)","finding"
"19242",289119003,"Does expectorate (finding)","finding"
"19243",289120009,"Does not expectorate (finding)","finding"
"19244",289121008,"Difficulty expectorating (finding)","finding"
"19245",289123006,"Deep breathing (finding)","finding"
"19246",289124000,"Able to perform mouthcare activities (finding)","finding"
"19247",289125004,"Unable to perform mouthcare activities (finding)","finding"
"19248",289126003,"Does perform mouthcare activities (finding)","finding"
"19249",289127007,"Does not perform mouthcare activities (finding)","finding"
"19250",289128002,"Difficulty performing mouthcare activities (finding)","finding"
"19251",289129005,"Able to perform haircare activities (finding)","finding"
"19252",289130000,"Unable to perform haircare activities (finding)","finding"
"19253",289131001,"Does perform haircare activities (finding)","finding"
"19254",289132008,"Does not perform haircare activities (finding)","finding"
"19255",289135005,"Difficulty performing hair care activities (finding)","finding"
"19256",289136006,"Finding of eating pattern (finding)","finding"
"19257",289138007,"Always has breakfast (finding)","finding"
"19258",289139004,"Finding of frequency of eating (finding)","finding"
"19259",289140002,"Finding of regularity of eating (finding)","finding"
"19260",289141003,"Eats regularly (finding)","finding"
"19261",289142005,"Finding of quantity of eating (finding)","finding"
"19262",289143000,"Finding of food aversion and cravings (finding)","finding"
"19263",289144006,"Finding of food in mouth (finding)","finding"
"19264",289145007,"Finding of infant feeding pattern (finding)","finding"
"19265",289146008,"Finding of frequency of infant feeding (finding)","finding"
"19266",289148009,"Normal infant feeding (finding)","finding"
"19267",289149001,"Eating normal (finding)","finding"
"19268",289150001,"Finding of speed of drinking (finding)","finding"
"19269",289151002,"Finding of drinking pattern (finding)","finding"
"19270",289152009,"Finding of frequency of drinking (finding)","finding"
"19271",289153004,"Finding of quantity of drinking (finding)","finding"
"19272",289154005,"Drinking fluids normally (finding)","finding"
"19273",289155006,"Problem with drinking fluid (finding)","finding"
"19274",289156007,"Feeding finding (finding)","finding"
"19275",289157003,"Finding of speed of feeding (finding)","finding"
"19276",289158008,"Finding of feeding pattern (finding)","finding"
"19277",289159000,"Thirst finding (finding)","finding"
"19278",289160005,"Normal thirst (finding)","finding"
"19279",289161009,"Finding of appetite (finding)","finding"
"19280",289162002,"Finding of quantity of appetite (finding)","finding"
"19281",289163007,"Appetite problem (finding)","finding"
"19282",289164001,"Finding of fluid intake (finding)","finding"
"19283",289174003,"Hyperesthesia of special senses (finding)","finding"
"19284",289186000,"Voice production finding (finding)","finding"
"19285",289187009,"Finding of type of voice production (finding)","finding"
"19286",289188004,"Finding of quality of voice (finding)","finding"
"19287",289189007,"Finding of resonance of voice (finding)","finding"
"19288",289190003,"Nasal voice (finding)","finding"
"19289",289191004,"Finding of pitch of voice (finding)","finding"
"19290",289192006,"Finding of quality of speech (finding)","finding"
"19291",289193001,"Finding of intelligibility of articulation (finding)","finding"
"19292",289194007,"Unintelligible articulation (finding)","finding"
"19293",289195008,"Slurred speech (finding)","finding"
"19294",289196009,"Finding of fluency of speech (finding)","finding"
"19295",289197000,"Lack of fluency in speech (finding)","finding"
"19296",289198005,"Finding of use and content of language (finding)","finding"
"19297",289199002,"Prolixity (finding)","finding"
"19298",289200004,"General finding of language and communication (finding)","finding"
"19299",289201000,"Lack of direction in speech (finding)","finding"
"19300",289202007,"Talking past the point (finding)","finding"
"19301",289203002,"Finding of pattern of pregnancy (finding)","finding"
"19302",289204008,"Finding of quantity of pregnancy (finding)","finding"
"19303",289205009,"Finding of measures of pregnancy (finding)","finding"
"19304",289208006,"Finding of viability of pregnancy (finding)","finding"
"19305",289210008,"Finding of first stage of labor (finding)","finding"
"19306",289211007,"First stage of labor established (finding)","finding"
"19307",289212000,"First stage of labor not established (finding)","finding"
"19308",289213005,"Normal length of first stage of labor (finding)","finding"
"19309",289214004,"Normal first stage of labor (finding)","finding"
"19310",289215003,"First stage of labor problem (finding)","finding"
"19311",289216002,"Finding of second stage of labor (finding)","finding"
"19312",289217006,"Second stage of labor established (finding)","finding"
"19313",289218001,"Second stage of labor not established (finding)","finding"
"19314",289219009,"Rapid second stage of labor (finding)","finding"
"19315",289220003,"Progressing well in second stage (finding)","finding"
"19316",289221004,"Normal length of second stage of labor (finding)","finding"
"19317",289222006,"Second stage of labor problem (finding)","finding"
"19318",289223001,"Normal second stage of labor (finding)","finding"
"19319",289224007,"Finding of delivery push in labor (finding)","finding"
"19320",289226009,"Pushing effectively in labor (finding)","finding"
"19321",289227000,"Not pushing well in labor (finding)","finding"
"19322",289228005,"Urge to push in labor (finding)","finding"
"19323",289229002,"Reluctant to push in labor (finding)","finding"
"19324",289230007,"Pushing voluntarily in labor (finding)","finding"
"19325",289231006,"Pushing involuntarily in labor (finding)","finding"
"19326",289232004,"Finding of third stage of labor (finding)","finding"
"19327",289233009,"Normal length of third stage of labor (finding)","finding"
"19328",289234003,"Prolonged third stage of labor (finding)","finding"
"19329",289235002,"Rapid expulsion of placenta (finding)","finding"
"19330",289236001,"Delayed expulsion of placenta (finding)","finding"
"19331",289237005,"Normal rate of expulsion of placenta (finding)","finding"
"19332",289238000,"Finding of pattern of labor (finding)","finding"
"19333",289239008,"Finding of duration of labor (finding)","finding"
"19334",289240005,"Long duration of labor (finding)","finding"
"19335",289241009,"Short duration of labor (finding)","finding"
"19336",289242002,"Finding of blood loss in labor (finding)","finding"
"19337",289243007,"Maternal blood loss minimal (finding)","finding"
"19338",289244001,"Maternal blood loss within normal limits (finding)","finding"
"19339",289245000,"Maternal blood loss moderate (finding)","finding"
"19340",289246004,"Maternal blood loss heavy (finding)","finding"
"19341",289247008,"Finding of measures of labor (finding)","finding"
"19342",289252003,"Estimated maternal blood loss (finding)","finding"
